ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
441-69-7239|38168935750431|Cassidy|Riley|F|172 Wendy Creek Apt. 563|Long Beach|CA|90814|33.7716|-118.148|471952|Engineer, mining|1930-12-25|276580390235|adults_50up_female_urban.json
507-90-9342|213194205837879|David|Hanson|M|879 Amber Course Suite 608|High Point|NC|27263|35.9359|-79.9396|116061|Licensed conveyancer|1972-09-17|981913505453|adults_50up_male_urban.json
388-38-3978|4472809014381|Shawn|Sanchez|M|07324 Kelly Estate Apt. 727|Elkhorn|NE|68022|41.2756|-96.2431|16422|Plant breeder/geneticist|1998-07-30|351520946201|adults_2550_male_urban.json
441-43-5764|370342778795334|Mark|Williams|M|775 Sanchez Summit|Derby|CT|06418|41.3229|-73.08|12914|Freight forwarder|1985-02-14|599430746100|adults_2550_male_urban.json
885-39-5161|4530872478965331|Julie|Carr|F|177 Wilson Plains|Sanostee|NM|87461|36.5002|-108.2335|1315|Museum/gallery conservator|1961-11-28|212476678988|adults_50up_female_rural.json
835-61-0644|2700761966192755|Dana|Tanner|F|360 Jerry Harbors Apt. 188|El Paso|TX|79912|31.8383|-106.5364|749635|Building control surveyor|1978-02-07|915428381089|adults_2550_female_urban.json
536-60-1707|3584844026239573|Christine|Stewart|F|101 Jeffery Falls|Lexington|KY|40509|38.0102|-84.4274|296965|Health and safety inspector|1950-03-19|133767206368|adults_50up_female_urban.json
238-84-6342|585677579823|Martha|Bates|F|22966 Diaz Locks|Hemingway|SC|29554|33.7419|-79.4489|9332|Editor, commissioning|1996-06-14|157931405750|adults_2550_female_urban.json
327-75-7528|3518424689919000|David|Powell|M|99781 Isabella Plains|Langhorne|PA|19047|40.1813|-74.9104|35056|Photographer|1989-06-01|35171145950|adults_2550_male_urban.json
495-77-3383|379825874960571|Elizabeth|Hicks|F|20344 Tran Lodge Apt. 625|Farmington|NM|87401|36.7412|-108.1797|57780|Designer, textile|1966-05-20|785641383662|adults_50up_female_urban.json
597-92-6497|4857110473926841|Kyle|Hall|M|689 John Spring Apt. 563|Broken Arrow|OK|74014|36.0544|-95.7223|117553|Race relations officer|1964-05-08|118268144209|adults_50up_male_urban.json
499-17-6810|3568274643140428|Michael|Powell|M|6593 Darryl Road|Harvard|IL|60033|42.4227|-88.6048|13922|Electrical engineer|1976-08-25|400643549878|adults_2550_male_urban.json
359-23-8633|30173478699936|Lauren|Scott|F|2695 Tran Extensions|Woodland Hills|CA|91364|34.1557|-118.6|65351|Trade mark attorney|1966-07-20|847184193180|adults_50up_female_urban.json
340-51-7468|30471489789344|Lindsey|Morris|F|3923 Mary Overpass Apt. 488|Maryland Heights|MO|63043|38.7229|-90.4474|22367|Radio producer|1987-02-11|498282204266|adults_2550_female_urban.json
305-38-7777|340772271112255|James|Jackson|M|87919 Norton Shores Suite 976|Anna|TX|75409|33.3445|-96.5639|11831|Housing manager/officer|1974-08-31|728506390089|adults_2550_male_urban.json
714-03-3165|6507946265966886|Tamara|Jordan|F|42120 Hudson Wells Suite 597|Corona|NY|11368|40.7453|-73.8611|109931|Physicist, medical|1958-06-11|663554730968|adults_50up_female_urban.json
782-28-4904|3542629891605417|Emily|Long|F|67995 Hernandez Route|Alliance|OH|44601|40.9158|-81.1182|35294|Herbalist|1986-10-08|430939661205|adults_2550_female_urban.json
612-68-2982|4601338924393|Patricia|Johnson|F|849 Miller Skyway Suite 561|Mentor|OH|44060|41.6895|-81.3421|60211|Waste management officer|1966-12-10|188992646911|adults_50up_female_urban.json
646-58-0458|3533601963787028|Steve|Wood|M|398 Sean Mission|Crawfordsville|IN|47933|40.0325|-86.9074|27937|Scientist, physiological|1990-01-02|83460302103|adults_2550_male_urban.json
868-89-2151|6561673874448592|John|Allen|M|003 Oconnell Club|Rochdale|MA|01542|42.1997|-71.9069|2202|Chemist, analytical|1982-03-29|691385521375|adults_2550_male_rural.json
503-61-8877|180018242423246|Beverly|Butler|F|32625 Garcia Motorway|Marysville|CA|95901|39.1663|-121.5105|31314|Engineer, manufacturing|1933-10-23|183996441732|adults_50up_female_urban.json
824-54-8513|372718598923354|Audrey|Mclaughlin|F|71178 Baker Drive|Miami|FL|33145|25.7539|-80.2253|1737737|Dietitian|1971-07-25|38926724695|adults_50up_female_urban.json
123-44-9716|6543287764049155|James|Franklin|M|66326 Cathy Court Apt. 108|Hamilton|AL|35570|34.1534|-88.0085|11145|Insurance risk surveyor|1970-06-04|831849058066|adults_50up_male_urban.json
217-01-4688|2385360977375210|Ronald|Jones|M|7272 Kaitlyn Overpass Suite 595|Brooklyn|NY|11225|40.6628|-73.9546|2504700|Artist|1966-09-05|690229646123|adults_50up_male_urban.json
330-43-3346|6011431284595650|Jeffrey|Hicks|M|797 Young Vista|East Saint Louis|IL|62205|38.6149|-90.1275|58304|Quality manager|1997-06-11|25755233342|adults_2550_male_urban.json
314-81-1247|30063512524895|Hannah|Johnson|F|555 Curtis Wall|Mission Viejo|CA|92692|33.6144|-117.6433|94804|Journalist, newspaper|1978-10-21|926300210076|adults_2550_female_urban.json
351-27-5421|4895421397901|Catherine|Dickson|F|701 Nielsen Square|San Francisco|CA|94112|37.7195|-122.4411|805301|Journalist, broadcasting|1971-03-06|449984557970|adults_50up_female_urban.json
159-14-2803|344729957043580|Selena|Mcbride|F|551 Maria Port Apt. 198|Van Buren|AR|72956|35.454|-94.3278|34074|Mining engineer|1962-05-23|869914273116|adults_50up_female_urban.json
091-87-3397|639078520702|Vickie|Kane|F|1470 David Station|Devon|PA|19333|40.0452|-75.4227|6895|Furniture conservator/restorer|1971-05-18|490205522822|adults_50up_female_urban.json
636-92-0377|4066129996195848|Jeffrey|Hill|M|36650 Castro Keys Suite 959|Charlotte|NC|28215|35.244|-80.7387|790689|Maintenance engineer|1991-08-11|196105467815|adults_2550_male_urban.json
628-83-4804|6011120755824240|Timothy|Daniels|M|96229 Whitney Burg Suite 969|New York City|NY|10014|40.7339|-74.0054|1577385|Scientist, water quality|1987-04-23|431459254081|adults_2550_male_urban.json
410-21-0672|3537025149645346|Bryce|Ellis|M|925 Miguel Station|Salem|OR|97302|44.9039|-123.0445|249657|Artist|1975-07-22|327557408062|adults_2550_male_urban.json
875-28-9081|4800855251144690629|Samantha|Frazier|F|372 Emily Dale|Chicago|IL|60611|41.8971|-87.6223|2680484|Amenity horticulturist|2005-01-01|774043228363|young_adults_female_urban.json
179-29-4540|30488342968451|Patricia|Hunt|F|20426 Cox Alley Apt. 081|Upper Marlboro|MD|20774|38.8682|-76.8156|85638|Research scientist (maths)|1961-05-09|853501565659|adults_50up_female_urban.json
418-87-7417|4011641685013996851|Terry|Farley|M|140 Morgan Cape Apt. 037|San Quentin|CA|94964|37.9416|-122.4844|5094|Acupuncturist|1972-07-07|810956349181|adults_50up_male_urban.json
337-83-7911|4721007986976|Jessica|Krause|F|39029 Kyle Mountains Suite 289|Roxboro|NC|27574|36.3942|-78.9863|25787|Analytical chemist|1958-11-23|41151537684|adults_50up_female_urban.json
375-46-7746|2452054664860372|Joseph|Gray|M|9105 Jackson Lane|Westminster|CA|92683|33.7524|-117.9939|89747|Psychiatric nurse|1949-03-03|653125226962|adults_50up_male_urban.json
042-28-5253|6533821397953094|William|Young|M|441 Claudia Forest Suite 590|Brockton|MA|02301|42.0794|-71.04|93766|Actor|2000-12-11|209392549193|young_adults_male_urban.json
577-01-2415|4463213863575479|Kimberly|Wade|F|82798 Elliott Plaza|Dahlonega|GA|30533|34.5299|-83.9798|25296|Chartered legal executive (England and Wales)|1962-02-17|716801419878|adults_50up_female_urban.json
196-60-1712|373625089190618|Joseph|Dunn|M|3519 Murphy Spur|Yuma|AZ|85367|32.6566|-114.4042|141891|Visual merchandiser|1985-08-07|751030801988|adults_2550_male_urban.json
750-75-1834|213178293960594|Katherine|Rogers|F|239 Todd Ridges|Brooklyn|NY|11223|40.5979|-73.9743|2504700|Pilot, airline|1944-05-01|47406995657|adults_50up_female_urban.json
234-72-5132|3590098989724236|Samuel|Murray|M|081 Michael Knolls Suite 747|Saint Paul|OR|97137|45.196|-122.9674|1307|Fast food restaurant manager|2000-08-23|47685602406|young_adults_male_rural.json
565-25-8857|4908131518813|Roberto|Lee|M|2112 Allen Mill Suite 793|Bronx|NY|10457|40.8486|-73.8999|1382480|Sports development officer|1969-01-27|852038903702|adults_50up_male_urban.json
697-83-9666|630452284726|Curtis|Crosby|M|092 Dillon Mountains|Sugar Land|TX|77479|29.5785|-95.6066|149159|Environmental manager|1961-10-27|434581849884|adults_50up_male_urban.json
593-92-0813|38890790825814|Lisa|Mitchell|F|9723 Holt Courts Apt. 170|Riverton|IL|62561|39.8663|-89.5087|5315|Waste management officer|1970-03-13|947672269210|adults_50up_female_urban.json
514-24-9889|30333456309714|Carol|Gonzalez|F|806 Martin Row|Canyon Lake|TX|78133|29.9112|-98.2374|16269|Furniture conservator/restorer|1933-08-29|927736367556|adults_50up_female_urban.json
241-30-0512|3511292856087019|Jesse|Kane|M|932 Tom Rest Apt. 505|Marlton|NJ|08053|39.8845|-74.9067|45538|Local government officer|1968-02-12|6310257049|adults_50up_male_urban.json
032-30-2479|213157994482652|Jerry|Kelly|M|47943 Paul Field|West Fargo|ND|58078|46.8907|-96.9258|26321|Education officer, environmental|1968-05-20|169011794399|adults_50up_male_urban.json
551-28-9330|213156666651537|Jacob|Harris|M|79062 Soto Village|Norwalk|OH|44857|41.2403|-82.6078|23805|Engineer, communications|1954-06-19|477360767475|adults_50up_male_urban.json
236-02-4054|4683021892603293|Bianca|Fleming|F|7844 Bruce Shores Apt. 469|Fort Wayne|IN|46835|41.1371|-85.0685|305409|Retail banker|1970-10-06|427587603237|adults_50up_female_urban.json
431-11-5171|060492360791|Stephanie|Daniel|F|5524 Ricky Wall|Bonney Lake|WA|98391|47.143|-122.1644|44309|Best boy|1975-09-22|455944733908|adults_2550_female_urban.json
602-57-6107|676295548462|Victoria|Harvey|F|81929 Jacqueline Heights|Winchester|KY|40391|37.9872|-84.1789|35262|Training and development officer|1984-12-30|171757697979|adults_2550_female_urban.json
675-44-7822|4225562406123|Ariana|Christensen|F|2001 Silva Ports Suite 876|Floral Park|NY|11001|40.7236|-73.7058|28689|Records manager|1928-11-09|640158984317|adults_50up_female_urban.json
518-16-2494|4521360390687127|David|Franklin|M|639 Johnny Grove|Wynantskill|NY|12198|42.6878|-73.6383|7903|Fine artist|1975-06-26|404165877514|adults_2550_male_urban.json
431-33-0543|3581120546275758|Michelle|Nelson|F|8652 Brittany Flats|Rio Rancho|NM|87124|35.2493|-106.6818|89123|Therapist, speech and language|1970-06-05|224060068797|adults_50up_female_urban.json
824-52-2165|2366110080307516|Devin|Ferguson|M|609 Michael Trail Apt. 771|East Hanover|NJ|07936|40.8192|-74.3636|11157|Horticulturist, commercial|1965-02-24|918282474161|adults_50up_male_urban.json
432-07-9291|3535737147862481|Steve|Moody|M|561 Mark Isle Apt. 981|Marietta|GA|30062|34.0025|-84.4633|302309|Set designer|1990-12-21|178879949136|adults_2550_male_urban.json
435-25-5976|2262814427452787|Bryan|Cooper|M|0507 Bryan Cove Suite 451|Danbury|CT|06810|41.3917|-73.4532|80882|Haematologist|1975-03-01|503847131024|adults_2550_male_urban.json
753-62-0388|4187455594011|Ronald|Hines|M|411 Palmer Lock|Willmar|MN|56201|45.1393|-95.0523|23173|Biomedical scientist|1973-06-18|877125211316|adults_50up_male_urban.json
439-76-9400|4691338235098|Michael|Blake|M|10695 Newman Mill Apt. 548|Hermitage|PA|16148|41.2326|-80.453|16959|Telecommunications researcher|1976-11-02|524610517485|adults_2550_male_urban.json
069-81-0429|6523034939190363|David|Page|M|93604 Freeman Turnpike Apt. 927|Clarion|PA|16214|41.2123|-79.3773|10127|Risk manager|1954-10-21|494783062719|adults_50up_male_urban.json
594-10-2816|2572405732951897|Shawn|Tanner|M|04245 Johnson Wells|Hillsboro|OR|97123|45.4984|-122.957|92886|Tax adviser|1933-06-21|584836849694|adults_50up_male_urban.json
157-64-5603|4853240099378582|Bruce|Donaldson|M|741 Jordan Key Apt. 027|Little Rock|AR|72202|34.7363|-92.2741|214454|Programmer, multimedia|1960-11-16|197076598561|adults_50up_male_urban.json
725-51-3458|676258403911|Gabrielle|Aguilar|F|8743 Gill Stream|Crystal City|MO|63019|38.23|-90.3825|4449|Geologist, engineering|1963-08-06|36287805582|adults_50up_female_urban.json
009-77-4537|4220994302677171629|Mary|Hart|F|3667 Wallace Shore|Hollywood|FL|33026|26.0229|-80.2974|420284|Presenter, broadcasting|1957-01-05|818072362132|adults_50up_female_urban.json
299-33-2689|4494041596107309|Terri|Martin|F|3804 Pamela Light|Vancouver|WA|98682|45.6644|-122.5212|299480|Surveyor, rural practice|1979-11-23|581642976474|adults_2550_female_urban.json
198-50-6925|4233507178795311|Kayla|Graham|F|949 Lee Rapid Suite 137|Houston|TX|77092|29.8324|-95.472|2906700|Records manager|1937-04-15|401506234908|adults_50up_female_urban.json
548-77-8405|3561546108312692|Phillip|Green|M|0839 Jodi Spurs|Jamaica|NY|11434|40.6775|-73.7758|224445|Dispensing optician|1974-04-13|774425081380|adults_2550_male_urban.json
155-03-0955|4444419369014483|Sarah|Taylor|F|6918 Hall Viaduct|Eagle River|AK|99577|61.3114|-149.5085|25771|Youth worker|1941-08-19|72793948146|adults_50up_female_urban.json
099-12-6201|30213659805090|Jennifer|Cordova|F|0988 Acosta Road Apt. 691|Milton|FL|32571|30.6698|-87.1794|83284|Solicitor, Scotland|1992-05-25|764362503843|adults_2550_female_urban.json
307-01-7055|4949090756276751|Dylan|Hahn|M|663 Clark Underpass Apt. 270|Shawnee Mission|KS|66207|38.9575|-94.6452|370212|Health visitor|1973-08-20|813962802117|adults_50up_male_urban.json
640-39-7647|3594021783045216|Kyle|Davis|M|795 Russell Unions Suite 692|Lansdowne|PA|19050|39.9375|-75.2637|28073|Television floor manager|1953-08-22|308201992680|adults_50up_male_urban.json
463-83-5913|30006796199165|Mark|Thomas|M|8751 Sarah Canyon Apt. 359|Reed City|MI|49677|43.8868|-85.513|6631|Field seismologist|1964-10-27|337829324343|adults_50up_male_urban.json
483-40-6778|6595437315296188|Stephanie|Wong|F|31833 Scott Shores Apt. 538|Indianapolis|IN|46221|39.7509|-86.1924|910148|Customer service manager|1958-07-02|707302349456|adults_50up_female_urban.json
660-47-3481|345644077930955|Kevin|Hodge|M|87971 Black Forge|Troy|NC|27371|35.3777|-79.9093|8132|Tax adviser|1971-10-15|230590864429|adults_50up_male_urban.json
488-01-0290|4402381920041499940|Gwendolyn|Thomas|F|2728 Adam Mills Apt. 526|Glendale|AZ|85303|33.5262|-112.2149|280389|Agricultural engineer|1994-02-23|523272132538|adults_2550_female_urban.json
887-21-9311|376069197756563|Julia|Jensen|F|111 Hahn Burg Apt. 394|Hayward|CA|94541|37.674|-122.0894|177085|Consulting civil engineer|1960-06-02|380208723576|adults_50up_female_urban.json
159-42-9875|38852153581251|Joyce|Flores|F|190 Jacob Corners Suite 973|Charlotte|NC|28277|35.0552|-80.8195|790689|Applications developer|1930-10-31|556489231438|adults_50up_female_urban.json
582-86-2683|502093929078|Brittney|Haas|F|3830 Jacob Dale Apt. 417|Appleton|WI|54914|44.271|-88.4326|116633|Purchasing manager|1984-02-09|870800547911|adults_2550_female_urban.json
575-53-4011|36019422904910|Jordan|Grant|F|2210 David Ridge|Pointblank|TX|77364|30.7593|-95.2295|2223|Energy manager|1988-05-22|621556894680|adults_2550_female_rural.json
723-74-4544|30137435564442|Brian|Hernandez|M|540 Lindsey Mountain|Waxahachie|TX|75165|32.3808|-96.8374|46402|Engineer, manufacturing|1998-01-24|710861103795|adults_2550_male_urban.json
347-42-1567|345113286122598|Heather|Rodriguez|F|01653 Daniel Loop|Portland|TN|37148|36.5673|-86.5059|22320|Naval architect|1974-03-27|373977732250|adults_2550_female_urban.json
071-36-6114|3505652234962001|Christine|Brennan|F|5825 Bailey Via Suite 922|Houston|TX|77036|29.6984|-95.5405|2906700|Surgeon|1994-09-03|361563256452|adults_2550_female_urban.json
239-26-1725|503881369329|Jerry|Ross|M|196 Debbie River Apt. 073|Houma|LA|70360|29.5943|-90.7548|83445|Geologist, engineering|1955-04-11|34032348113|adults_50up_male_urban.json
131-09-2729|2290647741103462|Tyler|Cross|M|380 Smith Extensions|Brooklyn|NY|11221|40.6907|-73.9274|2504700|Fine artist|1994-10-04|801008427956|adults_2550_male_urban.json
358-21-1452|377773985831095|Amanda|Welch|F|58564 Destiny Valley Apt. 648|Eau Claire|MI|49111|42.0151|-86.2972|3346|Ceramics designer|1998-02-09|823667160972|adults_2550_female_urban.json
779-30-0496|2232832539430407|Karen|Kaufman|F|64559 Jose Parks Suite 025|Loveland|CO|80538|40.4262|-105.09|82751|Programme researcher, broadcasting/film/video|1958-12-15|284439505201|adults_50up_female_urban.json
876-85-4826|180085004977834|Madison|King|F|82525 Juan Prairie Apt. 269|Mcallen|TX|78504|26.2556|-98.2303|131628|Learning disability nurse|1967-06-19|404110116824|adults_50up_female_urban.json
711-39-0258|3522609609854311|Gary|Kim|M|71784 Peter Ports|Wilmington|DE|19809|39.7647|-75.5069|215619|Pilot, airline|1995-05-04|715165001612|adults_2550_male_urban.json
439-39-7697|3576146513210129|Steven|Hernandez|M|679 Jonathan Plains|Brooklyn|NY|11223|40.5979|-73.9743|2504700|Merchant navy officer|1940-11-17|625160489657|adults_50up_male_urban.json
441-06-5073|213159719700996|Tiffany|Owens|F|832 Marquez Causeway|Dallas|TX|75254|32.9503|-96.819|1263321|Sub|1974-07-12|535435905755|adults_2550_female_urban.json
565-60-6767|3568426567677492|Lauren|Lang|F|34452 Spencer Green|Lompoc|CA|93436|34.6583|-120.4506|57355|Chief Operating Officer|1979-08-29|782010816135|adults_2550_female_urban.json
463-92-1878|4715296096864394|William|Hall|M|94950 Keith Common|Fort Collins|CO|80525|40.5384|-105.0547|175625|Careers adviser|1995-04-17|963044878749|adults_2550_male_urban.json
174-93-9928|2299586189752110|Chris|Blake|M|4743 Martinez Inlet|Conroe|TX|77384|30.2257|-95.4924|130233|Scientist, clinical (histocompatibility and immunogenetics)|1962-01-09|13109554858|adults_50up_male_urban.json
494-46-0238|36743408579988|Steven|Gonzalez|M|3255 Emily Islands|Lincoln|CA|95648|38.8942|-121.2908|47354|Local government officer|1982-02-08|746851166749|adults_2550_male_urban.json
191-58-7139|6011329160478696|Nicholas|Wyatt|M|632 Patton Flat Suite 685|Cranbury|NJ|08512|40.3039|-74.5065|10105|Neurosurgeon|2004-08-01|956217756064|young_adults_male_urban.json
469-09-8184|340641008781494|Brenda|Johnson|F|48608 Bradley Pass Apt. 205|Arcadia|CA|91007|34.1243|-118.0515|65810|Careers adviser|1954-12-28|478222829733|adults_50up_female_urban.json
521-78-4980|180046335780768|Gregory|Pena|M|015 Tammy Hollow|Cleveland|OH|44134|41.3853|-81.7044|769341|Ranger/warden|1988-08-07|652089681259|adults_2550_male_urban.json
789-66-5061|180082773219951|Richard|Medina|M|34137 Kirsten Square Apt. 541|Mineral Point|MO|63660|37.9156|-90.7193|4276|Public house manager|1981-09-25|425740474979|adults_2550_male_urban.json
071-62-3605|373721977876044|Jeffrey|Harris|M|812 Leah Point Suite 196|Greenville|NC|27834|35.6192|-77.3975|108695|Barrister's clerk|2004-12-04|674156362474|young_adults_male_urban.json
274-75-9293|347348909939865|Heather|George|F|2725 Webster Spur Apt. 093|Johnston|RI|02919|41.8274|-71.52|28790|Energy engineer|1948-08-20|712605842312|adults_50up_female_urban.json
387-21-2936|6597637613276232|David|Williams|M|42813 Owens Camp|Hilton Head Island|SC|29928|32.1665|-80.7569|39852|Administrator, charities/voluntary organisations|1992-01-12|972945700864|adults_2550_male_urban.json
